	text	target
331	Так-то пох	0
2730	Байден сказал, что нужно выполнять Минские соглашения-2, чтобы Россия не напала на Украину, он ее и принуждает к их исполнению. Байден не Путин, сюсюкаться с киевским режимом не собирается и перешел от слов к делу - сделал из Украины беспилотную зону. Байден молодец	0
874	для американцев вариант беспроигрышный: если Путин таки нападет на Украину, значит, они были правы и все превентивные меры оказались не напрасными, повод ввести серьёзные санкции, укреплять и расширять НАТО. Если не нападет, то это будет выглядеть так, что благодаря превентивным действиям Запада, разработкой санкций, поставкам оружия в Украину, Путин испугался и отвалил. Что для него не по-пацански. Явно, в Кремле не понимают, как им сейчас реагировать	0
1843	Что б потом опять отобрать медаль	0
1395	[id19200685|Игорь], И не пей вина	0
1552	"""Зло не может создать ничего нового, оно может только испортить и разрушить то, что изобрели или создали добрые силы"". - Дж. Р.Р. Толкиен."	0
2640	[id40194960|Саша],	0
1259	[id985594|Юра], только не калужский	0
590	[id202439349|Vasiliy], какой Ельцин, какой Горбачов, у тебя Путин сидит 22 года, он что, как всегда не причём?	0
1422	Из-за алконафтов страдают нормальные водители. Как обычно.	0
2975	да они там еба*улись что ли?	1
2999	[id634558825|Александр], банте эту мpaсь	1
90	"""- Такие единоросы портят нам тут все вообще. - Согласен....""?? - смотрите, он согласен."	0
1243	4 пункт с картинки должен быть самым первым)	0
2303	дождик,истинный патриот USA,уезжает всем составом на похороны???	0
424	Весьма жёсткие правила по ковиду, мы тут в России даже смеёмся с них, но это действительно помогает, есть с чего брать пример	0
150	Боты, на первый-второй рассчитайсь!	0
1433	[id52792012|Павел], вот народ, что вообще не делает выводы? Вакцинация сейчас единственный метод защитить себя от ковидных обстоятельтсв!	0
356	Украины больше нет ,и никогда не было ,там большие дяди решают ,а дяди Сэмы все глубже а попе ,ждём окончание игр ,речь Путина и Син ,и  полностью поменяется геополитика в мире ,караван идёт верным путём ??и очень смешно наблюдать истерику могучих янки	0
2869	[id138280294|Антон], не повторяйся бот	1
2256		0
974	Первую открытку можно спокойно подарить самому себе, да и не только её))	0
240	Скорее затаились.	0
1247	[id163706673|Роман], вы Виталия Наливкина не знаете? Мне стыдно за вас	0
2180	Это кто такая?	0
2124	"[id281782216|Александр], продались вы там в Киеве за ""кружевные труселя"" и нагнули вас здорово хуторяне из галичины!Опозорили мать городов русских!"	1
473	В комментах поголовно эксперды-медики, как обычно??	0
881	[id496882193|Александр], ого	0
1342	Борьба говна с говном. Choose your fighter.	1
403	"Короче, да здравствуют опричнина, сталинизм, ""застой"". А что, тысячелетние традиции России."	0
653	[id1070940|Павел], это сорт такой Нидерландский?	0
913	этот плешивый недоумок походу решил совсем добить экономику рф	1
2340	[id33838395|Артём], а по факту ? Это ведь не Россия ...	0
2012	[id140797226|Егор], держи 15 рублей за интернет-проституцию	1
2962	[id110141987|Сергей], я бы сказал, у УЕ бота??	0
857	[id278007933|Igor], он о Китае думает. Си Цзиньпин его здорово прокатил, указал место в иерархии	0
1855	[id4135040|Влад], опять опровергаешь что то что придумал сам. ?? я привел фото и написал что все 17 этажей с фото с камиллой, не вижу что то написания что все против нее или ты по людям с фото готов доказать что это реальные люди ??	0
747	[id661511494|Андрей], вот ты е6лан....	1
2799	WADA сомневается в результатах Ледового побоища 1242 года...	0
962	[id226612836|Сергей], будет эпичнее, если пак ряженки этим заменить:	0
821	[id281979587|Алексей], +15?, лахтапитта?	1
2739	[id88198113|Вячеслав], а Байден об этом знает или он перепутал и от слов к делу перешел?	0
251	[id137763442|Михаил], У них Родина там, где что то можно продать. У нас примерно тоже самое.	0
1239	[id2419749|Лёва], боролся с нелегальной торговлей, у нее же нет ип	0
1931		0
1694	[id5018141|Ярослав], нет	0
1922	Я неделю не мог к врачу на прием попасть! Минздрав нам врал о пользе вакцинации, а получил от неё обратный эффект - который мы все видим! А теперь, когда врачей не хватает - они нас подозревают в обмане! В зеркало посмотрите!	0
1198	[id172606563|Дмитрий], пример некорректен. Минск-2 не подразумевает независимости Донбасса, наоборот. Киев не хочет давать Донецку и Луганску особый статус в составе Украины (автономия или республика, как у нас в России). Украина сама это подписала и сама не хочет выполнять.	0
114	[id343747|Дермидонт], если речь не о депутатах , то заслуги государства в достижениях отдельных личностей стремятся к отрицательным значениям	0
2023		0
1950		0
2385	Юлия красавица??	0
82	Когда чеченцы обещают отрезать головы единоросам - это же ржач просто)	0
1248	"[id5786648|Sly], ты знаешь, я когда первую фразу статьи увидел ""в мск мун депутат закускин поссорился"", то сразу подумал что продолжение будет с Виталием Наливкиным. Очень жаль , ожидания не оправдались"	0
659	[id499300358|Slava], зачем ему боженька, боженьк аббки ему не платит)	0
2080	[id51947755|Михаил], может и есть, но Вы-то тут при чём?	0
1718	[id4135040|Влад], но это ты писал про малые дозы и что ну и пусть юзала оно же не работало, что то  cas не признал допинг пробу фальшивкой, значит наверно было, курс не закончился? ??	0
1469	[id7878548|Филипп], к сожалению да :c	0
2464	[id688762712|Murat], путин Спаситель Мира	0
2062	Так в принципе более менее все понятно-дб из бункера нагнут, конфискуют у шоблы приближенной недвиги и счета, вопрос уже прямо стоит, когда безумный старик ботоксный уйдет.	1
1771	Вообще не понимаю наших товарищей от спорта - довно бы сделали всем спортсменам документы что они астматики с нехваткой тестостерона	0
1146	[id232957401|Роман], да чего тут пугаться? Повоюют недельку да все закончится.	0
1365	Сами себя напугали и теперь боятся. Есть ФСБ Следственный комитет и т.д.  Нет бы записать разговор или угрозы и действовать, начинают сами себя пугать и извиняться.	0
2478	Не платите пусть всех отключают ....в путиномике бюджет резиновый пусть платит за всех ...	0
1857	[id4135040|Влад], так я написал про конткретных людей с фото, зачем ты говоришь что где то есть реальные люди? опять побеждаешь сам себя?	0
902	[id364267125|Анатолий], как только первые грузы 200 вернутся, ну или не вернутся, домой до остальных должно очень быстро дойти что игры играми, а жизнь за бездарного царька отдавать дело неблагодарное..	1
436	Ни газовых камер, ни массовых боен. Уколы, таблетки, еда... Когда обыватель – и сыт, и спокоен, – Он молча идёт в никуда.  Родные прекрасно хоронят друг друга. И сами друг друга гнобят. Цела и чиста остаётся округа... В беззвучном режиме набат.  Всё тихо и мирно. Всё мирно и тихо. Идёт геноцид втихаря... Спустили с цепи одноглазое лихо. И лижут ему прохоря.  Бывают накладки. Случаются ляпы. Но СМИ полируют углы... Рабы добровольно напялили кляпы. И жаждут хозяйской иглы.  Звучит поначалу немного зловеще – Аж можно запачкать испод! – Но все эти люди – давно уже вещи В руках инфернальных господ.  А тот, кто хоть как-то ещё адекватен, И мыслит продолжить борьбу,  Получит от ближних своих и от гадин Путёвку на отдых в гробу.  Здесь каждый пособник системы – убийца. И вряд ли уже человек... Кому не дано в эти дни пробудиться – Едва ли проснётся вовек.	1
1360	Да пипец..	0
2577	Пусках этот минкультуры сначала дипломатов которые на санкции срут хотя бы штаны при этом снимать научит . А потом уже и за поцреотизм топит нещадно.. грёбаный минкульт бабла .. кребаный поцреотизм ... гребаное государство ..	1
2377	[id131887586|Антон], по документам суд открытый. Но выездной (цирк должен гастролировать), будет проходить в колонии, где Алексей сейчас сидит	0
97	Единственный пост паблика, под которым нет политсрача	0
1814	Отлично, отводим войска от Украины	0
2406	[id303201232|Андрей], вопрос к пыни, откуда деньги на дворец? И откуда у бывшей жены особняк во Франции , за чей счёт ?	0
1432	[id2139173|Алексей], это именно проект по сокращению населения на планете. Хотелось бы знать почему его начали с Европы.	0
1297	Кайф единоросы уже друг друга грызут))	0
185	[id7768238|Дмитрий], ты что, хочешь быть финансово грамотным, успешным и с достатком? Фу, как тебе не стыдно. Без скреп	0
1673	[id270484805|Александр], это значимое культурное событие. Извините, но современная мировая культура находится под влиянием культуры сша	0
2515	???Совбез ООН созывает чрезвычайно-экстренное заседание в связи с не вторжением РФ ???	0
2327	[id21206235|Ренат],	0
2983	Александр Королёв, ХOХЛOТРOЛЛЬ!	1
859	[id238392809|Флора], о совке он как раз не думает - это ему как раз не надо.	1
1176	[id188954948|Danyel], да я хер ложил на тебя, так что сам вали отсюда	1
1012	[id12295836|Серёга],	0
215	[id1470163|Евгений], в основе идёт вывоз рабсилы. Посмотрите как они кукарекают про неизбежных беженцев. В этом и есть суть, а подается всё типа они не причем и оно само собой образуется, хотя организовано всё специально чтобы народ выжать???????	0
1459	[id230742725|Илья], да история с ведьмаком и кольцом времени повторяется, кринж полный Ладно бы ввели темнокожих персов как просто выходцев из южных стран, я бы спокойно отнёсся, но эльфы негры это кринж вселенского масштаба	0
1341	А сам-то чурбан Делимханов разве мужчина? Нет, он обезьяна с ножом. И какого черта он вообще еще не сидит в тюрьме?	1
1444	Прививки не вредны. Вредны антиваксеры. Возражайте ???	0
2161	[id122011944|Любовь], а вы думаете она этого хотела? Она по глупости влезла туда, где отворачивают головы.. Охрана Лукашенко, это три тысячи человек, которые получают зарплату сопостовимую президенту США. Эта охрана перетрёт любого в фарш, лишь бы на их карты шли постоянные отчисления. Вот и весь патриотизм, money, money, money...	0
1351	Интересно только, чего раньше ждать, фашизм или анархию? И исключает ли одно другое?	0
2470	Пока это плешивое недоразумение будет президентом ничего не изменится! ??	1
1185	[id287242533|Данил], ну я сначала тоже охренел	0
1147	[id232957401|Роман], так может реально учения??	0
126	[id21416505|Elena], в истории остаться, как великий спортсмен, олимпиец. Нам не понять, а спортсмены только этим и живут. Плюс материальное поощрение, известность, открытые двери	0
1186	А почему поотдельности? Чем отличаются эти две т.н. республики?	0
1450	[id693695198|Максим], правильно подметили - остальную статистику скрывают. Сердечников и от онкологии очень много умерло, т.к. им 3-ий год не оказывается мед. помощь.	0
406	"[id155324724|Дмитрий], как мне потенциальный заказчик написала: ""Пирун"""	0
65	[id631193852|Андрей], да.	0
2643	[id607580468|Andrew], разумеется, не забывая про все еще оккупированные территории Куивским режимом территорий ЛДНР	0
2224	Паразитирование режима на спорте и детях.	0
1861		0
2506	[id115521448|Vadym], когда?	0
1686	[id499300358|Slava], Жириновскому лепят двойника, терпение и ещё раз терпение.	0
2847	Выполнить Минские соглашения	0
1662	"текст топ  ""обыграли в американский футбол"""	0
1098	[id354457579|Евгений], Понял, спасибо большое за ответ	0
1732	[id665269165|Сергей], не можешь придумать нормальный ответ, назови кремлеботом и ватой!) стратегическое мышление)	0
2066	тряпка этот мундеп урод	1
2414	[id377999938|Никита], дебилы, это твои родители, что тебя родили, одноклеточного	1
1009	[id446158458|Arina], вам пришлось наверное собрать сестринское коммунити и кинуть клич чтобы найти человека, который отредактирует gif-ку, потому что в оригинале там было women is talking??	0
262	[id664336069|Лол-И], счастнев опять аккаунт чтоли создал?)дурачек ))	1
816	это мой гугл вас блокирует?(((	0
313	[id483002399|Максим], точно так , но ты главное свою не детскую болезнь излечи.	0
2486	Всем повысили.	0
2190	[id609119487|Владимир], держи 15 рублей за интернет-проституцию	1
11	[id354285947|Александр], просто ни у кого пластикового стаканчика не оказалось	0
2790	Там президент тамада,так что не удивительно,что у них всё так.	0
441	[id100193333|Art?rs], а что это? Ты статью читал вообще?	0
2971	[id706474757|Вера], сyчий бот, спутники подтвердили информацию о том, что трyпы лежали около трёх недель.	1
30	[id238092031|?лег], не визжи, лахтодырка ??!??	1
1171	[id667436114|Nord], люди и до 2014 жаловались, что денег нет и тд. Зарплаты тоже меньше были. Просто, кто хочет в достатке жить, тот не ноет, а двигается постоянно. А большая часть ноет, но при этом ничего не делает	0
1884	Большинство работодателей выдают отпуск на 2 недели в год.) 2 недели Карл.) Почему бы и нет?	0
2544	????????????	0
1296	[id352095504|Малика], ты не понимаешь, это другое.	0
803	[id1666038|Елена], Поздняков предсказал теперь на 22 февраля	0
1272	"Рузкие герои.  Десятками лет несменяемой власти боятся. Чеченцев боятся, платят дань и непрерывно извиняются.  А вот НАТО с миллиардом человек - ""да мы, да их"" ?? Тут у всех грудь колесом. Любая нищая ватная порванка из урюпинска ""не прогнёмся под пиндосов!"""	1
1903	[id1210379|Сергей], да. ФСС декретные выплаты тоже платит не выше определённой суммы. Странно конечно, как налоги платить, то всё взыскивают. И как наоборот отдавать- то фиг с маслом. ??	0
1697	[id394356584|Евгений], это называется ностальгия	0
324	Молодцы! Хотя... youtu.be/2j2B4IxqyNc	0
1291	Ну всё по канону, традиционно	0
686	Восстание шизоидов?????	1
609	[id115521448|Vadym], маня трусливая(	1
1710	Помним, скорбим, спасибо за Охотников за привидениями.	0
2930	[id8448994|Макс], передавай этот замечательный плакат своим соседям неgобиткам, нищеброд.	1
1426	[id3632418|Ильнар], ты смотришь жопой, татарченок немытый, у которого родаки с тремя извилинами и не могут в фантазию	1
1876	Иногда это единственный способ отдохнуть.	0
1769	[id14085619|Олег],  ну надеюсь что по допинг-кейсу тоже они отработают	0
367	[id121049066|Владимир], утро только началось а публики уже полон цирк . Здравствуй клоун	1
404	Вера в бога это ценность?! То есть светским государством мы быть прекращаем?!	0
315	Спортсмены есть низшее сословіе здороваго общества, врод? бродячихъ циркачей. Упражняться и состязаться они должны исключительно на свой счетъ. Это ихъ личное хобби, ихъ личный бизнесъ. Они не стоятъ ни одной коп?йки нашихъ налоговъ. Спортъ совершенно безполезенъ для общества. А спортсмены РФ къ тому же презервативы оккупаціоннаго режима, обслуга и декорація олигархіи воровъ и полицейскихъ.	0
45	[id315252336|Владислав], а как проблемы стран относятся к моку? это международный олимпийский комитет, если кому то из участников игр это не нравится он просто не участвует в играх.  все равно что кукарекать на цукерберга сидя в фейсбуке	0
2142	в 1941 тоже никто не верил что Германия нападет на СССР	0
395	Новая серия чиполлино	0
2129	Это все специально, чтобы наши народы перебить , вначале друг друга по убиваем , а эти придут на готовенькое . Наши власти в сговоре з Байденом ,против народа России и Украины.	0
241	Не радуйтесь, либералы, это ненадолго.	0
109	[id31228107|Александр], откуда инфа, что кто-то кому-то там заносит?	0
1170	[id114773687|Александр], До 14 точно лучше и доллар ниже и цены. Более того, не было этого бельма на глазу с оккупацией части Украины.	0
2837	[id658179580|Сергей], каждое воздушное судно платит за пролёт и сопровождение над территорией страны. Украинская аэронавигация несёт большие потери от такого чистого неба.	0
608	1939: Гитлер  2022: Путлер	1
2936	[id134639512|Блядаева], ты где, бандеровка драная? Пришло твое время о6осрaтьcя, хохлoнацистка. ?????????? СУХС, свыння!	1
2211	Иммунитет и изначально не влиял на корону,заболевали все,и сильные и слабые.	0
1498	[id162049882|Дмитрий], это Бэггинские широтролли, у них центр есть, в Бри-2, они за каждый такой коммент по +15 медянников получают.	0
228	"[id43398959|Екатерина], просто, худруков немного кто знает, в среде не связанной с кино и театром. Хотя, именно они являются ""хозяевами"" всей сферы культуры.   А Хабенский не только худрук МХТ им.Чехова, но и известный актёр, поэтому широко известен."	0
2687	Класс.   Жду.	0
1405	"[id633650240|Мастурбек], либо лишать, если действительно алкаш (хз, как это теперь прописано в нормативных документах), либо просто стричь бабло по причине ""вы возможно алкаш, придется пройти обследование""."	0
737	[id548830089|Влад], влезет - оплеуху словит и крах рынка. Да его собственные товарищи с говном сожрут за такое	0
2882	Прокладку и салорейх надо туда на Марс. Вы же дро4ите на илангмазок??	1
2505	Грузия и Украина всё равно будут членами НАТО. Как бы плешивое чучело из кремля не бесилось	1
2119	[id281782216|Александр], бандера, никто вас захватывать не будет живите на свои ??	0
145	[id248753181|Людмила], судя по лайками к твоему комментарию хомячья слетающегося на это дерьмо , которого по твоему мнению все боятся - гораздо больше	1
2043	[id212943413|Роман], рот жопа и тд любимая тема выродка	1
964	[id256116|Igor], ох уж эти бессмысленные попытки ваты скрыть свою латентную гомосексуальность	1
174	[id307054678|Виктор], каламбур в том, что Россия ни за что не волнуется а России.	0
292	[id703891574|Макс],	0
2444	[id688989552|Виктор], Радужных это праздник .	0
52	Вот убогие, даже решения нормального принять не могут. Допустить, но не наградить... Супер!	1
2754	[id609119487|Владимир], обознался. Покоятся, что ли? Своих ищешь, насекомое?	1
1781	[id43398959|Екатерина], не буду спорить по поводу возраста и прав, к тому же ИСУ сейчас активно пропихивают повышение возраста. Но если б этого не было, то стратегия использовать малолетних девочек и накачивать их чем угодно, была бы вполне эффективна. Учитывая как лояльно отнеслись сейчас.  По поводу допинга - это так не работает. Если тебя уличили в этом, то тебя отстраняют на какое то время. Тут они сами виноваты, да, поздно проверили, но сам факт не отменяет. Тем более об этом стало известно до КП, я бы понял, если после.	0
1868	[id315312502|Андрей], забавно, что по законам курить можно в специально отведенных местах, коих мало. И курить в доме – нарушение закона	0
2280	Отвратительная работа команды ,сейчас отражается на всех ??????	0
752	[id281979587|Алексей], ты в роли свиньи?	0
373	[id4567875|Svyatoslav], нормальная фраза. Не вижу ничего страшного	0
1177	[id357654436|Влад], ну с одной стороны жалко народ, а с другой стороны мне то норм живется. У меня зп выше средней по Москве	0
761	[id25407763|Махмуд], ну вы если хомяк, то прибавляйте температуру вольера. Для ватиника условия не меняются.	0
1825	[id170969205|Валентин], ты допинг по внешнему виду научился определять?	0
1086	[id496261696|Андрей], кого-то это беспокоит кроме упоротых зрителей киселя?	0
2222	[id131887586|Антон], за деньги промывают мозги выродки вроде еврея соловьиного помета и собакеевой на путингоств. А еще армия бункерботов вроде тебя в инете, большинство ваши путлерпропаганду уже не воспринимает, привет куратору-безмозглый бот ты и 15 копеек не стоишь.	1
2077	[id685229480|Владимир], ну Вы не правы,при Шойгу армия стала одной из сильнейших в мире при относительно не больших расходах,цена-качество...	0
2164	[id185723640|Татьяна],	0
726	[id1648697|Александр], билеты, кстати, по 2-3к, а народу там прилично собирается, у нас в городе уже мало мест осталось и их гораздо больше 100. Так что так прокатиться по подмосковью,  можно норм кассу собрать)	0
1991	Черт, придется извинится перед чортом, над которым я вчера смеялся по поводу этого обращения	0
2123	[id521788991|Григорий],	0
1869	[id216047958|Никита], нужна пропаганда мозгов, а не спорта.	0
1956	Может, проще было созвониться? ??	0
1090	[id985594|Юра], там кпрф	0
2956	[id197602490|Дмитрий], ааа, а куча жителей убитых и в подвалах это всё фейки, это всё выдумки, ага, куча раз*банных городов это тоже всё, всё, всё фейки, все врут кроме ра*ки, ага????  Какой ещё номер покажешь, ???)	0
846	[id1143480|Дмитрий], даже в самых бедных странах, есть люди которые могут позволить себе дорогие вещи, несколько десятков видеокарт показатель богатой страны? А афроамериканцы - это не часть населения США?	0
2702	А сколько из России за прошлый год уехало?	0
2741	Зеленский выполни минские соглашения, спаси Украину!	0
156	"Насмешила, Навальный ""честный"" человек.??"	0
2615	[id688989552|Виктор], родня твоя зарыта тут ? никому не интересно ) боторылый )	1
2841	[id658179580|Сергей], да нету прямой связи между этими двумя сущностями. Не связаны они. Не летают не из-за суверенитета, а чтобы не сбил кто.	0
485	[id178909283|Dato], чипирование!	0
1978	Пресуют по черному, а весь мир убеждают что все по закону.??	0
2639	[id49464409|Анатолий],	0
540		0
1613	Жесть, негрил понасовали. На кой ляд эти животные в фильме для белых людей?	1
757	Вот интересно, какие прогнозы у ватников, а какие у хомячков	1
18	Она же допущена	0
1550	ну что не хотите ли китайской цензуры для данного телешоу ? или это другое.	0
2482	"[id445628606|Буба], ""нам нужны успешные и эффективные собственнтки, невидимая рука рынка все расставит по своим местам"" (журнал ""Огонек"" 1989 год) Ну и кого свободный рынок в Магадан отправит?"	0
1238	[id2743374|Анна], с какой стороны еще можно поднести? Что он геройски защищался с перцовым баллончиком?	0
2707	[id685229480|Владимир], бурят а ты что в украине забыл?	0
497	Потому что я колол этот шмурдяк совсем недавно, в ноябре. А сейчас на больничном с Ковидом!!!	0
1581	[id43015311|Алексей], с такой тенденцией белая раса вообще исчезнет.	0
578	[id680822766|Александр], 60-80% а почему не 95-99%? А ВПК зарабатывает много,в районе 16 млрд.$	0
1862	[id556011771|Павел], действительно , проблем же больше других нет в здравоохранении	0
2302	[id62850348|Станислав], ??????	0
1184	[id272683304|Daniel], ну это уже совсем другая новость получается...	0
2920	"Вот в наше время сигареты были такими, что, если заговоришься, сигарета погаснет. Это потом, когда Мальборо в ларьках стали продавать, и российские сигареты (LD, ""Приму"" и ""Дукат"") тоже стали делать из селитрованной бумаги. Вот и результат. А пожарникам теперь весь день не спи заливай из шлангов.   Надо возвращаться к истокам. Тем более, что интернет суверенный на эко-бумаге скоро будет. Взял боевой листок, свернул из него ""козью ножку"", махорочки насыпал в кулёк и кури, как курили при Горбачёве-то, когда мы ""Буран"" в небесную твердь запустили. На талоны-то небось не накуришься. А газет интересных полно было...   Кстати, о газетах. Вот не ценили жлобы тех лет (типа Говорухина и Гребенщикова), что Партия отчитывалась перед народом сколько нефти добыла, сколько газа, угля, сколько выплавила стали и вырастила зерна. В своей г0венной ""АССА"", под напевы Гбенщикова, Говорухин говорит, что задолбало мол, что по радио ""такую ерунду"" сообщают, вот бы Челентано бы пел. Что же, сбылись мечты народа. Теперь сколько в стране, некогда принадлежавшей этому народу, есть нефти, газа и стали знают только специальные люди, которые продавая эти нефть, газ и сталь покупают себе яхты, дворцы и золотые паспорта чудесных стран, где плещется в янтарной волне океан. А население круглосуточно слушает Челентано, Машу Распутину и Ксению Собчак.   Это и есть демократия? Я просто пропустил, что там пeздил по этому поводу сакральный Немцов."	0
1810	Допустили до соревнований в личке, но по существу разбирательство за нарушение антидопинговых правил начнется после олимпиады. После могут отобрать все что она завоюет.	0
464	[id211445208|Nick], а как доказал-то? У тебя есть примеры вакцин со 100% эффективностью, расскажи какие?	0
2797	[id459745564|Иван], ну какой из тебя мужик, ворчали братья Уильямс	0
1279	[id13470900|Евгений], Хуятовцы твои -вон там обосрамшись с хохляндии дёру дают, как из Афгана недавно, недоносок??	1
1063	[id5018141|Ярослав], а шо там делают Гордоны, ? и прочие Ковтуны?	0
1611	Комменты на ютубе обязательно надо читать с этим на фоне	0
1902	"Я недавно болел. Стаж 12 лет. Что от предприятия за первые 3 дня, что от ФСС за остальные 4 получил в два раза меньше окладной ставки. Там есть какой-то предел по выплате за сутки, выше которого ты не получишь. Единственное, теперь стали оплачивать больничные дни, приходящиеся на выходные.  Проблема людей с ""высокими"" окладами."	0
995	[id85966854|Ирина],	0
2200	Так это из-за него в США президентом стал Трамп!? И американцам пришлось с этим смириться!?...??	0
2335	[id76298560|Максим], ага .  Только это не Россия ??????	0
1920	[id143676949|Артём], «нИжегородского мИнздрава» только. И поверь, фамилия - это меньшее, что смущает в его работе)) вопросов и жалоб к нему до задницы и без этого	0
1123	[id26392363|Ольга], так ты никак не ответила. Чё то орёшь, орёшь, под патриотическую агрессивную дуру косишь, а самые простые вещи и вопросы игнорируешь.	0
1981	[id700960213|Аглая], ничтожество, иди устройся в бордель, там за проституцию хотя бы больше платят. А унижаться тебе не привыкать.	1
1974		0
2472	[id27262767|Георгий], такое ощущение, что следующего по твоей просьбе назначат. кого президент предложит, того и выберем. продолжай страдать	0
3	"[id415480453|Олег], есть же, ""Цвет нации""."	0
2250	[id4386979|Никита], верхушка свидомого шапито вся такая: или дырявый, или со справкой из дурдома, или запойный алкоголик, или наркоман...	1
1454	[id205236908|Боб], на эти цифры вообще не нужно смотреть, только смертность является показателем, а она не растет	0
343	Мда, послушать его так в украине все такое особенное и все такие особенные, в каждом абзаце есть это слово. Обычный пропогандон, у нас своих таких тыщи	1
461	[id162364532|Моника], Жириновский даже доказал эффективность	0
2447	не ботте тут боты!	0
591	[id202439349|Vasiliy], я тебя огорчу но совок, в плане электроники сильно отставал от запада. Советские микрочипы были либо клонами более успешных западных аналогов, либо вообще продуктом реверс-инженеринга последних (считай тупо воровством). Что такого советские специалисты могли рассказать западным коллегам, чего те не знали о своей продукции?	1
1321	[id183109870|Надежда], так и было до прихода путэна	0
1548	[id18678266|Дмитрий], Черный Властелин колец	0
2772	Пиндосы,крысы и укрогуано-святая троица российских либерастов!	1
2745	[id88198113|Вячеслав], вышеватник?	1
785	[id452831118|Александр],	0
2030	К этому все и шло. Не хочет Украина выполнять Минские соглашения и не надо. В случае нападения ВСУ на ДНР И ЛНР, Россия тут же их признает и вводит свои войска. 8 лет Украина ни черта делать не хочет. Хватит!	0
1308	А почему депутат ходит с баллончиком? Кого он боится регулярно?	0
946	[id700768584|Евгений], так Владимир Владимирович уже давал комментарии по этому вопросу.	0
1357	вот интересно чем она ему помешала?	0
2822	[id44292095|Юрий], очень	0
1541	[id402171396|Mikhail], людям, не отличающим жанр фэнтези от жанра фантастики, слова не давали	0
1749	[id335900876|Мария], да, они с нами в этом и в любом другом паблике. Любая новость про феминизм вызывает тонну хейта. И ты один из них кстати.	0
1112	[id1844916|Владимир], ну в данных документах этого нет .	0
1484	[id93477124|Maxim], актера? мне показалось это полностью графика	0
2510	[id619708832|Алёша], все полит заключённые выйдут на свободу	0
2040	[id212943413|Роман], так я в России и живу, выродков не спрашиваю где мне жить	1
