text	target
[id367212947|Безработный], вот именно по этому все будем регулярно проходить медосвидетельствование и платить пошлины.  Не для безопасности же  движения это сделано.	0
1939: Гитлер  2022: Путлер	1
1 пункт сначала узнать нацию)) а уж потом все остальное по списку	0
Жаба гадюку. Ну хоть так	0
Ничтожное фиаско  ­По законам жанра детектива Раскрываем преступленье века Против вида, против человека, Факты искажают вкось и криво.  Кто же зачищает нашу Землю, Век назад сменив нам медицину, Чтоб вколоть сегодня нам вакцину, Просыпайся, род людской, и внемли.  Подлый и безжалостный народец Разбомбил практически всю Землю, Род людской, проснись и фактам внемли, Кто он, сей кровавый инородец…  Это было двести лет назад, И три года мы не знали солнца, Инеем покрылись все оконца, Поменялся в мире весь фасад.  Нежить погубила всю планету, С карты исчезали государства, Сгинули империи и царства, Геноцид остался без ответа.  Кто с тех пор занял места во власти, Исподволь меняя человека, С той поры прошло уже два века, Вновь вернулись беды и напасти.  Лишние мы на родной планете, Кто решил, нам это неизвестно, Процветает нелюдь повсеместно, Мир не будет радостен и светел.  Сократят вакциной поголовье, Как постыдно, нашими руками Заклеймят и сделают рабами. Вновь скрижали перепишут кровью.  Рьяно исполняются приказы, Холуёв у них уже в избытке, Плесень отбирали не под пыткой, Двести лет прислуживали ГЛАЗУ.  Развратили люд наш безвозвратно, БЕСпринципным проще управлять, Больше не пример… отец и мать, Но вернулось эхом многократно.  Платим по счетам за лень и трусость, Поголовно в займах и кредитах, Всё в руках отъявленных бандитов, Инструмент у них, известно, гнусность.  Сколько отвели нам изуверы, Сколько нам осталось жить на свете? Сами пред собой, позор, в ответе, Не имеет нелюдь здравой меры.  Не суди о мразях, человече, По своим критериям и взглядам, Ничего в них нету кроме яда, Есть надежда, что ещё не вечер…	1
[id281979587|Алексей], ты, ссученыш,  вспомнишь свой слоаесный понос, когда тебе будет плохо ... а очень плохо тебе будет очень скоро... ты уже гниешь...	1
[id573289077|Пердунов], кошмар какой! https://gosvon.net/photo.php?id=573289077	0
[id8890532|Дмитрий], это ты убийца, улавливающий жопой сперматозоиды ??????	1
Нет его	0
[id191662231|Александръ], где в постановлении сказано про принятие в состав?	0
Насчёт отрежут голову - нуетажиихтрадиции	0
"Неправильный заголовок. Правильный: ""Россия про$#@ла даже чемпионат мира по хоккею""."	0
тут вижу тут не вижу:	0
Электроника УК-НЦ, Микроша, Агат, составят ещё какую конкуренция всяким там эпплам. Посадят на них бабок Путина и вперёд ломать сервера заклятых пиндосов ?????? Даже блохбастер какой можно будет снять по этим мотивам.  На какой уровень развития интеллекта направлена эта новость?  Ну если нефтянку даже одну переведут на отечественную электронику и то хорошо.	1
Опять Воронеж... Город герой уже	0
[id146213023|Артем], а вот и мотивчик.??	0
[id22236590|Александр], ребята там говорят роднина какую-то херню ляпнула, поясните плз	0
Вижу Шульман - ставлю лайк??	0
Рекламный материал?	0
разасраться с братскими народами и стать на колени перед китаем. ужас	0
Есть еще отличный фильм достойный оскара - Gasland, тоже советую. Документальный фильм «ГэзЛенд» (Земля газа) Джош Фокс (США), рассказывает о последствиях добычи сланцевого газа в США. Отравленная вода в колодцах, ядовитые выбросы в воздух, гибель домашних и диких животных, болезни людей.	0
"Потому что Хyило им выгоден, постоянно стабилизирует экономику Запада и доллар, сливает наворованные бабки его кооперативом Озеро, а потом выводит их зарубеж к своим хозяевам под видом санкций ""на пользу""  Я БОЛЬШЕ ВСЕГО ПОРАЖАЮСЬ ТУПЫМ ВAТНИКАМ??"	1
[id131887586|Антон], у тебя хорошая память, респект. Один ты о них ещё помнишь.	0
добро может создать всё новое, а еще может улучшить и восстановить то, что изобрели или создали злые силы...У. Болдуин	0
[id1650872|Денис], некрофильский и мерзкой, похотливой. А в гробу лежит Россия. Мерзость запустения.	0
Амеры поставили украине джавелинов по нескольку штук на каждый танк. Один выстрел 95% гарантии поражения. Представляю состояние танкистов, которые пойдут в бой, зная что уцелеть у них шансов 5%.	0
[id494138618|Лиле], тупой мем. Даже не улыбнуло.	0
Хочешь пострелять едь Донбасс защищай, стрелок х@ев, гори в аду…	1
Кого следующего назначат на Питер? Бабку с деменцией? Логика этого требует, ибо каждый следующий губер кошмарнее предыдущего	0
[id597302285|Сергей], что ему делать на ух-сраине?	1
[id483002399|Максим], да, сделал , наиболее удачно тебя драл алабай , а ты как считаешь ?	1
[id452831118|Alexander], какое развитие в условиях, когда закупка идёт по указке сверху? Развитие бывает только при конкуренции, а тут сделали хрень и дальше стараться смысла нет, всё равно купят из-за запрета приобретать то, что лучше.	1
он по едросовской привычке думал, что с бабками воевать безопаснее.	0
Рады за Камилу! Удачи ей и крепких нервов. Уверен, она победит и все злопыхатели заткнутся! ??	0
[id499300358|Slava], куда туда?а зачем туда направлена украинская танковая армия?	0
[id675792975|Ii], да он совсем озверел??????????	0
Москвичы, а че не нашлось, кто бы подошел и этой cволоте с ноги впечатал ? Все за вас должны делать уральцы или сибиряки, пздц	1
[id250820205|Дмитрий], какая фраза! ОН ЖЕ БРОСИЛ АВТОРУЧКУ!	0
[id489515390|Василий], пукай дальше недоумок Мацкву уже пропили хачам????????????????	1
[id213278829|Ithilian], эльфы то между прочим сами те ещё нацики, высокомерно гордятся превосходством своей расы над людьми и гномами, не говоря уже про всех остальных	0
[id281979587|Алексей], Бог тебя будет бить крепко, похоже.	0
[id71481683|Евгений],	0
?? неужели кто-то будет смотреть этот мусор	0
Иммунитет и изначально не влиял на корону,заболевали все,и сильные и слабые.	0
[id134639512|Блядаева], ты где, бандеровка драная? Пришло твое время о6осрaтьcя, хохлoнацистка. ?????????? СУХС, свыння!	1
[id688762712|Murat], путин Спаситель Мира	0
Тот случай,когда депутата не жалко	0
[id14404398|Виктор], а где же суд над плешивым ?	1
[id140797226|Егор], держи 15 рублей за интернет-проституцию	1
[id556011771|Павел], ну, что поделать. В нашей стране людей все устраивает. В данное время мы не вправе что-то изменить	0
[id202727298|Андрей], ты соросёнок?	0
Когда российские олигархи и приближенные к солнцеликому начнут продавать свои виллы и забирать вклады из стран запада, то тогда можно будет готовиться, а пока только пугалки.	0
Все ноют из-за санкций вот, а че вы до 2014 лучше жили? Бедные всегда были бедными, богатые богатыми. Ничего не изменилось и не измениться	0
"Опять Медуза обманывает и вводит в заблуждение людей. Почитайте Американских дипломатов, послов которые работали в России в 90 годы. Там ясно написано , что было обещено России. Jack Matlock- Джек Ф. Мэтлок - посол США в Советском Союзе, 1987-1991 гг. сегодня это не очень хорошо работает дома, может быть, именно потому, что мы предположили, что можем — с помощью силы, с помощью санкций — изменить политические системы других людей. Я не думаю, что это возможно, хотя я знаю, что люди, которые верят в это, верят в это, и это так... Но я думаю, что это создает больше проблем, чем решает. обращаясь, в частности, с Россией как с побежденной страной, по сути, без каких-либо национальных интересов, мы помогли создать и усугубить проблемы, которые мы имеем сегодня. Это то, чего мы не понимаем сегодня, во многих вопросах. Я бы сказал, что Украине лучше без Крыма, потому что большинство людей в Крыму предпочитают быть в России, и все же.. Итак, как я уже сказал, я думаю, что очень плохо, что мы не пошли на гораздо более радикальные сокращения. Я думаю, что это было бы возможно тогда, если бы мы не хотели делать это на справедливой основе. Но мы этого не сделали, и очень скоро у нас начались проблемы, такие как расширение НАТО, что, вероятно, сделало дальнейшие сокращения ядерных вооружений практически невозможными. Я свидетельствовал в Конгрессе против расширения НАТО, говоря, что это было бы большой ошибкой, и что, если бы это продолжалось, то, безусловно, оно должно было бы остановиться, прежде чем оно достигло бы таких стран, как Украина и Грузия, что это было бы неприемлемо для любого российского правительства, и что, кроме того, расширение НАТО подорвет любые шансы на развитие демократии в России. И Джордж Кеннан также сказал: «Послушайте, Клинтон хочет быть переизбранным. Ему нужны Пенсильвания, Мичиган, Иллинойс; очень сильная восточноевропейская..."" Многие из них стали демократами Рейгана по вопросам Востока и Запада. Они настаивают на том, чтобы Украина [НАТО] расширилась, включив Польшу и, в конечном счете, Украину. Итак, Клинтон нуждается в них, чтобы переизбраться. Но дело в том, что, я думаю, решающим вопросом там была внутренняя политика, а вовсе не понимание, можно сказать, как лучше урегулировать международные отношения. , что я думаю, что администрация Клинтона была весьма лукавой. Клинтон лично сказал Ельцину, что «Партнерство ради мира» заменит расширение НАТО, и Ельцин сказал: «Отлично. Это блестящая идея.   Пожалуйста читайте сами , там много интересного написано, все эти документы хранятся в архивах в Вашингтоне.  https://nsarchive.gwu.edu/briefing-book/russia-programs/2022-01-25/us-ambassadors-russia-interviewed"	0
[id50856993|Дмитрий], https://vk.com/wall79243723_5391	0
А ведь совсем не смешно	0
"[id30547093|Владимир], на следующем концерте половина зала придет с плакатами ""Верните Кипелова"""	0
(чуточку сарказма)   Кто там говорил что сейчас не 90е? Ах, ну точно, сейчас не 90е, сейчас просто 2022 год. Подумаешь угрожают голову отрубить, записываешь публично, наигранно извинения перед головорезам, а потом меняешь место жительства, пф. Вот привязались, а мог бы и дальше девушку унижать!	0
Дождю не стыдно публиковать таких экспертов, или сам такой ?	0
Галадриэль будет сыграна чернокожим бывшим мужчиной? Не, вообще, если серьёзно, то идея кажется интересной. Даже в трилогии говорится о том, что были и другие кольца, но Саурон всех обманул.	0
Грузия и Украина всё равно будут членами НАТО. Как бы плешивое чучело из кремля не бесилось	1
Что ещё за традиционные ценности? Бухaть, валяться в подъезде в блeвотине, ходить под себя, поджигать кнопки в лифте, выкручивать лампочки в подъезде, ломать почтовые ящики и тп? Так то этих скрепоносных ценностей полно	0
[id2374442|Анна], сначала на девочку так то.	0
Литовцы мадам откормили!	0
[id287242533|Данил], это на перед мыслят. Так было потому что с Крымом.	0
[id2743374|Анна], с какой стороны еще можно поднести? Что он геройски защищался с перцовым баллончиком?	0
[id13018098|Дмитрий], а в документах этого никогда нет. Оно потом появляется. Сперва признаем независимость, потом независимое государство просится в состав России.	0
[id107028412|Gleb], простите, а вы ватник или хомяк? А то не пойму, подойдет ли мне ваш прогноз	0
[id212943413|Роман], моя Россия, Украина это не моё, поумнеют будет моё, а пока твоё, так как ты выродок лживый	1
[id680822766|Александр], в ресторане ты платишь деньги за продукт и в праве возмущаться если продукт плохой. Но тут просто обвинение. Поэтому я и спрашиваю,может человек что-то сам создал чтобы обвинять,что другие ничего не могут.	0
Много же паршивеньких людишек Пригожин нанял, ботиков-бегемотиков, за копейки мать родную предадут.	1
[id664517645|Игорь], дырка 15-рублёвая, найди себе нормальную работу	1
"[id281782216|Александр], продались вы там в Киеве за ""кружевные труселя"" и нагнули вас здорово хуторяне из галичины!Опозорили мать городов русских!"	1
[id1887043|Николай], согласен. Если чётко прописано, что эльфы белые, нужно рассмотреть чёрных кандидатов на роль, потому что из белых не найдётся таланта	0
[id692715088|Кирилл], а твои уже сдохли надеюсь?	1
[id172606563|Дмитрий], ну так опенсорс для этого и предназначен, что бы взять и переделать под себя	0
[id609119487|Владимир], ты хохел с еврейским замесом?:)	1
[id626247905|Sasha], бот не психуй ??	1
Украины больше нет ,и никогда не было ,там большие дяди решают ,а дяди Сэмы все глубже а попе ,ждём окончание игр ,речь Путина и Син ,и  полностью поменяется геополитика в мире ,караван идёт верным путём ??и очень смешно наблюдать истерику могучих янки	0
??	0
[id241392547|Сергей], ??	0
[id400592347|Артур], рубль от бабушки с Украины. И сразу враг народа.	0
Помним, скорбим, спасибо за Охотников за привидениями.	0
Пригоженские боты план перевыполняют я смотрю	1
[id207989401|Alpine], конечно Америке выгодно чтоб началась война, я уже выше написал почему. С какого Россия должна при таком напряжении у своих границ войска отводить? Они стоят там для защиты, а не для нападения. Отвести войска это всё равно что сказать - захватывайте нас, что хотите делайте, мы не будем сопротивляться. Это штатам пора завязывать со своими гнилыми провокациями, это всё в масштабную войну вылиться может	0
[id500286826|Андрей], ты даун? Я не видел сериал. Но если ты читал сильмарилион, в чем я сомневаюсь, ты бы понимал, что там сюжет невозможно экранизировать. Даже в хоббите от книги одно название и общая канва сюжета. А тут вообще только сеттинг по сути.	1
"[id172606563|Дмитрий], Нет там в тексте такой лабуды. Просто ""с представителями республик""."	0
[id449541184|Денис], да да, только это правда, тут реально жутко	0
хунта засела на даунбасе	1
"""у русскоязычного населения в Украине прав больше, чем у русскоязычного населения в России"" а ведь он прав"	0
Какое великодушие. Зарему не хотят отпустить?	0
Тут я на стороне чеченцев. Лентачеры как всегда тупят, переходя на сторону Закускина. Ну действительно, сложно выбирать)	0
[id2419749|Лёва], ну он извинения принёс. Делимханов много извинился?	0
Посла рвало на Родину...	0
[id303201232|Андрей], учится бесплатно, платит только за общежитие, а поступить можно любой. Главное иметь мозги, но ватным не понять	1
[id1793691|Илья], так и хорошо! В наших же интересах выяснить откуда он взялся....	0
[id1887043|Николай], Окей, тогда снимаем фильмы с белым Коби Брайаном и другими баскетболистами, снимаем фильм с Мэтт Дэймоном играющим Барака Обаму и Бредд Пита играющего Снупп Дога. А как же отреагирует не нацистская не черепомерская славная американская общественность? Как отреагируют чёрные? Ой, они начнут погромы и очередную волну БЛМ-нацизма, ведь так? Удобно	0
[id12276178|Сергей], кажись я понял почему Путину насильственная смерть предсказана: Он нападет на Украину, а украинский спецназ ГРУ его завалит?? И, скорее всего, не только его одного.	0
Последние контакты на высоком уровне между Россией и США «не дают поводов для оптимизма», так как «Путин не согласился изменить курс на дипломатический» - представитель Пентагона Кирби.	0
"[id633650240|Мастурбек], либо лишать, если действительно алкаш (хз, как это теперь прописано в нормативных документах), либо просто стричь бабло по причине ""вы возможно алкаш, придется пройти обследование""."	0
[id162049882|Дмитрий], это называется флешмоб	0
[id430889367|Вячеслав], ты дурачок?  Я совсем не про это писал	1
Всем повысили.	0
[id200714387|Павел], Стыдно за то,что нас пытаются всеми способами завалить. Позорники!	0
[id620419423|Эдуард], хороший вопрос	0
[id526234962|Алекс?й], https://gosvon.net/photo.php?id=526234962	0
"А у нас зато ""руки- загребуки""."	0
[id581416157|Olovyanny], он эпиваккороной прививался	0
Что за бредятина?!	0
[id238392809|Флора], о совке он как раз не думает - это ему как раз не надо.	1
[id26392363|Ольга], так ты никак не ответила. Чё то орёшь, орёшь, под патриотическую агрессивную дуру косишь, а самые простые вещи и вопросы игнорируешь.	0
[id350921042|Даня], реальные люди право на мнение имеют. А операторы множественных фальшивых аккаунтов, финансируемые с коррупционных госконтрактов, идут нах.й.	1
Дедушкины сказки да частушки	0
[id131887586|Антон], я сам вашу сучью свору выродков в парше и в позорных погонах ФСБ неплохо знаю	1
[id693476967|Delta], как и твой второй коммент	0
[id483002399|Максим], так ты ещё и не неграмотный, кастрат?	1
[id380144610|Андрей], какой оригинальный и совсем незаезженный комментарий.	0
[id32109422|Диман], на очереди Белоснежка	0
[id232957401|Роман], дочь офицера?	0
[id254844050|Александр], ну так-то он особо и не растет, это рубль падает.	0
Зеленский выполняй минские соглашения, а то Россия признает ЛДНР.	0
[id1095610|Шура], был бы в городе сказал. Вроде как в даунтауне немного погуляли. Ну так это супербол, билеты по 3-4к это нормально для такого эвента.	0
[id119541577|Анна], конечно слышал.	0
[id7701567|Глеб], оригинальности не занимать	0
[id40684883|Аня], вы серьезно ???? Уверены ,что они употребляют допинг ,зная ,что его обнаружат ? Это ж совсем без мозгов надо быть....а сердце может дать сбой при нескольких лет занятий спортом,или вы думаете спортсмены не люди и они вечно остаются здоровыми ?	0
[id174352380|Андрей], да фик с ним, а Жириновский где?!?? Где Жириновский?! Хватит это терпеть!	0
"[id5018141|Ярослав], как-то очень неправильно он пожилой женщине ""не разрешил торговать"" ."	0
Задрали со своими запретами,в древности тоже всякие травы и настойки жрали по своим секретным рецептам и считалось нормально	0
[id164778106|Алексей], узкой педофильской аудитории))	0
[id194651978|Никита], ну что ж ты хотел,медуза из прибалтики,а там все тормознутые ??????	1
[id273443889|Виктор], похоже, что некоторые персонажи просто биологически не в состоянии новость целиком понять, поэтому вместо комментария у них одно сплошное кукареку получается??	0
Володин в декабре: в госдуме 94% коллективного иммунитета. Зюганов в январе: 300 чел в госдуме болеют.	0
[id306186388|Имай], Загитовой 19 лет.	0
[id31228107|Александр], этот тест брало РУСАДА, у вас есть сомнение в подлинности?	0
[id174890357|Павел], есть и по 150 ) а у Стерлигова по 500.	0
Это бункерное чучело только смех и отвращение вызывает????	1
[id377999938|Никита], надейся юродивый	1
А куда делась подписка на Дождь на месяц, нигде не могу найти на сайте? Можно ссылку пожалуйста.	0
[id71481683|Евгений], она просто говорящая голова. что сверху скажут, то и тявкает. как и валуев, и журова	0
Ага, переобулись русофобы, то-то же, знайте наших	0
[id597302285|Сергей], главное что такого выродка как ты нет	1
"[id26276977|Сергей], ""Проект Ковид"" - это антипрививочники?"	0
Кто защитит в российском государстве пожилую женщину? Только мафия!  Не понимаю что плохого в мафии? Одни плюсы: за тебя всегда отомстят, ты всегда сможешь найти работу(связи в рассеянии решают всё), ты становишься частью чего-то большого(появляется место в иерархии и смысл жизни). Одни плюсы!	0
[id704503360|Леонид], ага, и нОлоги до небес.  Вот ценности США и ЕС.	0
[id247179055|Иван], в каком месте она похожа на 30-летнюю?	0
Какие ...ки сидят в рскмндзо? Кто их туда посадил? Твари, гробятнас .	1
этим чеченам только бы головы отрезать, похоже больше ничего не могут	0
[id197393836|Иван],	0
[id445628606|Буба], да я в курсе	0
[id5320175|Владислав], баблом, мало видать вносила	0
Кто ж так спрашивает...	0
Я вот не пойму почему всегда пропорции заразившихся и выздоровевших близки? Например- заразились 24 тыс., выздроров. 23,5тыс. А если заразились 180тыс., то выздоров. 179тыс. С хуяли они близки? А че так не бывает- заразились 24тыс., выздоров 179тыс.? В чем ваш секрет пиздаболы?	0
[id590408835|Inc],	0
[id287242533|Данил], Текст новости поменяли. Был как раз что признать Россией	0
[id303201232|Андрей], спроси на  какие деньги имеют недвижимость и учатся дети российских чиновников и депутатов, лошара	1
[id695904995|Ярослав],смеёмся с них?... Вы за себя отвечайте.... Смеются у нас только те у кого никто из родственников не болел и не умер.... А у кого умер или болел тем не смешно...  За всех не надо отвечать... Ничего хорошего... А китайцам плевать что русские хахосут...  Они олимпиаду проводят не впервой и в любых условиях... Рф проводит соревнования раз 30лет существования своего... И то за счёт налогоплательщиков и фнб...	0
Олимпиада это уже голодные игры	0
[id245116690|Виталий], готовят против России, а вводят беспилотную зону против Украины, но лишь бы вам нравилось??	0
[id85948775|Денис], Толкин не изображал Мордор как Россию, его мир ничего общего с реальностью не имеет, умник. Люблю тупые фанатские теории Не только у нас по этому поводу бугуртят, рекомендую в следующий раз чекать, прежде чем пукать	0
[id8890532|Дмитрий], боевые пикчи подъехали	0
[id620468267|Алиса], так так твк, и это пишешь ты?	0
слили,за ненадобностью.Как и положено в воровском паханате	1
[id172606563|Дмитрий],  1. кто тебе сказал такую дурь что я из ДНР? 2. скажу тебе по секрету в ЛНР/ДНР давно основная валюта - рубль.	0
[id479531978|Андрей], присылайте!	0
А ведь всё это дерьмо вернётся, когда станет более-менее безопасно ((((	1
"[id688762712|Murat], он реально ""дырявый"" ... валентинку ему пошли."	1
[id85948775|Денис], в Германии был возможен Гитлер не так давно. Откуда взялись в Германии, Японии и Финляндии фашистские режимы то? Откуда в США расизм на государственном уровне до сих пор? Или ты думаешь, что чернокожим работягам или молодёжи есть какое то дело до чернокожих эльфов в сраном сериальчике? Там видимо тоже больное общество.  В каком то смысле ты прав. Там везде тоже больные общества. Там везде так же есть эксплуатация рабочих, угнетение, расизм и прочая дрянь. И отличает их общество от нашего только то, что там народ сумел противостоять реакции со стороны богачей и их ультраправых шлюшек на прогрессивные движи, а у нас пока народ пока не сумел.   А делать выводы по комментам на лентаче - это дичь полная	1
[id704299748|Альберт], нет, ты перепутал, это не она с другим тусит, это я, и весь мой район с твоей мамкой тусуюсь	1
Не съем, так поднадкусаю (МОК).	0
бл..ть, я надеюсь они этот позор с первого дубля сняли? столько киноляпов, это пиз..ц	1
У меня есть наиточнейшая дата нападения на Украину. Это произойдёт уже в феврале. Конкретно: . . . . . . . . . 31 февраля. Инфа сотка.	0
"[id335900876|Мария], неужели вашу "" личность"" так легко подавить ? Или бухаете безбожно !?"	0
Совесть в РФ давно объявлена экстремистом и признана инагентом.	0
галоперидол накати бот ??????	1
пзд закускину)!,,, три два раз	0
[id493706993|Nella], не трать время на дауна) даже если ты его завались научными статьями с исследованиями он все равно скажет, что это все разводняк)	1
[id461498232|Андрей], украинские сми, в своих фантазиях!Может, у шута, что взяли, на понюхать!	0
Позорище ло///дя	0
[id461498232|Андрей Бурбонов] не отвечай ботярам - комменты с длинным тредом висят наверху, а им это и надо: чтобы вброс первым попадался на глаза тем, кто не будет особо сильно задумываться над смыслом написанного, кому особо нет дела, кто увидел пост случайно. Самое полезное - тупо игнорить и писать что-нибудь свое, чтоб их высеры уходили вниз, где их никто не видит и не воспринимает всерьез	0
всем гражданам России позволено нелегально торговать на улицах городов или только чеченцам ?	0
Чичваркину она надоела?	0
Григорий Спел)))	0
Интересно, для СМИ есть какие-то курсы по законодательному процессу?	0
[id245962695|Dex], тут я согласен.	0
"Рузкие герои.  Десятками лет несменяемой власти боятся. Чеченцев боятся, платят дань и непрерывно извиняются.  А вот НАТО с миллиардом человек - ""да мы, да их"" ?? Тут у всех грудь колесом. Любая нищая ватная порванка из урюпинска ""не прогнёмся под пиндосов!"""	1
[id71481683|Евгений], Остальному миру похер на спартак.	0
[id315312502|Андрей], забавно, что по законам курить можно в специально отведенных местах, коих мало. И курить в доме – нарушение закона	0
"[id415480453|Олег], есть же, ""Цвет нации""."	0
Что б потом опять отобрать медаль	0
"[id182556348|Тимур], там было что-то среднее между ""а то бл*"" и ""да пох*й"" — не особо похоже на приказ и вполне может быть сарказмом. А есть достоверная инфа, что белая повязка — символ России?"	0
[id345750893|Джордан], оклад да, а премию режут. Причем если в обычный месяц премия допустим 25тысяч, то в январе 10 тысяч. Т.е. даже с учетом постоянного оклада, все равно получаешь за фактически отработанные дни	0
- Папаша! кто строил эту дорогу? - Граф Петр Андреевич Клейнмихель-Роттенберг, душенька!	0
[id452831118|Александр], ну, если посмотреть и учесть всю налоговую нагрузку, которую просто раскидали, чтобы вы особо о ней не задумывались, то примерно 60-80% и выйдет. Или вы думаете, что всё, что платят производители, продавцы и работодатели - ложится тупо на их плечи?) удачи. Да, зарабатывает много, а тратит ещё больше)	0
[id247179055|Иван], а может, это 30 летние женщины благодаря развитию медицины, уровня жизни и косметики стали хорошо выглядеть как 15 летние? ????	0
[id704503360|Леонид], И налог на все это 67%	0
танки нужно же заправлять	0
Л о	0
Когда чеченцы обещают отрезать головы единоросам - это же ржач просто)	0
[id1470163|Евгений], в основе идёт вывоз рабсилы. Посмотрите как они кукарекают про неизбежных беженцев. В этом и есть суть, а подается всё типа они не причем и оно само собой образуется, хотя организовано всё специально чтобы народ выжать???????	0
"[id493706993|Nella], угу, продавщица ларька готовая бежать за автоматом в случае ""наступления РФ"", бабка желающая записаться в ряды терробороны и все это под заголовком про то, что Харьков готов воевать. Все штампы пропаганды применили, как в совке или у Геббельса. Даже промытые заметили заказной характер статьи. Я очень рад что для тебя это объективно, на самом деле, такие тупорылые овцы как ты должны по окопам дохнуть и только уже в луже собственных экскрементов осознавать свою ущербность."	1
Хера тебе во все свиное рыло...)	1
Не, ну тут зря прилетаете, в РФ все матчи договорные, отсюда и зрелища такого нет.	0
никогда такого не было и вдруг опять	0
[id155849408|Олег], где я писал что по 150Р?	0
первая фраза уже настолько смешна, что дальше можно было ничего не писать	0
9000 в день - стабилизация по расейски ага	0
[id133986248|Александрина], ты покакала, марина гибор???????	1
[id636068667|Низа],	0
Путина в отставку! ???	0
[id182745733|Alexey], кто не показал? В смысле, Питер Джексон? У него не было прав экранизировать это, поэтому и не показали	0
Немногочисленная кучка мракобесов сейчас нам напишут, что любить и ненавидеть	1
Юлия Якубеня уронила отварную сосиску.	0
Спортсмены есть низшее сословіе здороваго общества, врод? бродячихъ циркачей. Упражняться и состязаться они должны исключительно на свой счетъ. Это ихъ личное хобби, ихъ личный бизнесъ. Они не стоятъ ни одной коп?йки нашихъ налоговъ. Спортъ совершенно безполезенъ для общества. А спортсмены РФ къ тому же презервативы оккупаціоннаго режима, обслуга и декорація олигархіи воровъ и полицейскихъ.	0
